|       | symbol   | companyName                                                                                                                                                      | currency   | exchange                     | exchangeShortName   | country   | state                     |
|  6495 | ANIX     | Anixa Biosciences, Inc.                                                                                                                                          | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6496 | ATEX     | Anterix Inc.                                                                                                                                                     | USD        | Nasdaq Capital Market        | NASDAQ              | US        | NEW JERSEY                |
|  6497 | APEX     | Apex Global Brands Inc                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6498 | APLT     | Applied Therapeutics, Inc.                                                                                                                                       | USD        | Nasdaq Global Market         | NASDAQ              | US        | NEW YORK                  |
|  6499 | APTX     | Aptinyx Inc.                                                                                                                                                     | USD        | Nasdaq Global Select         | NASDAQ              | US        | ILLINOIS                  |
|  6500 | APM      | Aptorum Group Limited                                                                                                                                            | USD        | Nasdaq Global Market         | NASDAQ              | HK        |                           |
|  6501 | APYX     | Apyx Medical Corporation                                                                                                                                         | USD        | Nasdaq Global Select         | NASDAQ              | US        | FLORIDA                   |
|  6502 | AQST     | Aquestive Therapeutics, Inc.                                                                                                                                     | USD        | Nasdaq Global Market         | NASDAQ              | US        | NEW JERSEY                |
|  6503 | ARAV     | Aravive, Inc.                                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | TEXAS                     |
|  6504 | ARCE     | Arco Platform Limited                                                                                                                                            | USD        | Nasdaq Global Select         | NASDAQ              | BR        | SAO PAULO                 |
|  6505 | ARDS     | Aridis Pharmaceuticals, Inc.                                                                                                                                     | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6506 | ARTL     | Artelo Biosciences, Inc.                                                                                                                                         | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6507 | ARVN     | Arvinas, Inc.                                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | CONNECTICUT               |
|  6508 | ARYA     | ARYA Sciences Acquisition Corp III                                                                                                                               | USD        | Nasdaq Capital Market        | NASDAQ              | US        | NY                        |
|  6509 | ASLN     | ASLAN Pharmaceuticals Limited                                                                                                                                    | USD        | Nasdaq Global Market         | NASDAQ              | SG        |                           |
|  6510 | ASRT     | Assertio Holdings, Inc.                                                                                                                                          | USD        | Nasdaq Global Select         | NASDAQ              | US        | ILLINOIS                  |
|  6511 | ATIF     | ATIF Holdings Limited                                                                                                                                            | USD        | Nasdaq Capital Market        | NASDAQ              | CN        | GUANGDONG                 |
|  6512 | AUB      | Atlantic Union Bankshares Corporation                                                                                                                            | USD        | Nasdaq Global Select         | NASDAQ              | US        | VIRGINIA                  |
|  6513 | BCEL     | Atreca, Inc.                                                                                                                                                     | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6514 | AEYE     | AudioEye, Inc.                                                                                                                                                   | USD        | Nasdaq Capital Market        | NASDAQ              | US        | ARIZONA                   |
|  6515 | JG       | Aurora Mobile Limited                                                                                                                                            | USD        | Nasdaq Global Select         | NASDAQ              | CN        | GUANGDONG                 |
|  6516 | AUTL     | Autolus Therapeutics plc                                                                                                                                         | USD        | Nasdaq Global Select         | NASDAQ              | GB        |                           |
|  6517 | AVCO     | Avalon GloboCare Corp.                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        | NEW JERSEY                |
|  6518 | AVRO     | AVROBIO, Inc.                                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | MASSACHUSETTS             |
|  6519 | AXLA     | Axcella Health Inc.                                                                                                                                              | USD        | Nasdaq Global Market         | NASDAQ              | US        | MASSACHUSETTS             |
|  6520 | AXNX     | Axonics, Inc.                                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6521 | BFC      | Bank First Corporation                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        | WISCONSIN                 |
|  6522 | OZK      | Bank OZK                                                                                                                                                         | USD        | Nasdaq Global Select         | NASDAQ              | US        | ARKANSAS                  |
|  6523 | BSVN     | Bank7 Corp.                                                                                                                                                      | USD        | Nasdaq Global Select         | NASDAQ              | US        | OKLAHOMA                  |
|  6524 | GLG      | TD Holdings, Inc.                                                                                                                                                | USD        | Nasdaq Global Select         | NASDAQ              | CN        | JIANGSU                   |
|  6525 | BCML     | BayCom Corp                                                                                                                                                      | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6526 | BLU      | BELLUS Health Inc.                                                                                                                                               | USD        | Nasdaq Global Select         | NASDAQ              | CA        | QUEBEC                    |
|  6527 | BRY      | Berry Corporation                                                                                                                                                | USD        | Nasdaq Global Select         | NASDAQ              | US        | TEXAS                     |
|  6528 | XAIR     | Beyond Air, Inc.                                                                                                                                                 | USD        | Nasdaq Capital Market        | NASDAQ              | US        | NEW YORK                  |
|  6529 | BYND     | Beyond Meat, Inc.                                                                                                                                                | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6530 | BCYC     | Bicycle Therapeutics plc                                                                                                                                         | USD        | Nasdaq Global Select         | NASDAQ              | GB        | CAMBRIDGESHIRE            |
|  6531 | BILI     | Bilibili Inc.                                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | CN        | SHANGHAI                  |
|  6532 | BCDA     | BioCardia, Inc.                                                                                                                                                  | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6533 | BHTG     | BioHiTech Global, Inc.                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        | NEW YORK                  |
|  6534 | BNGO     | Bionano Genomics, Inc.                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6535 | BSGM     | BioSig Technologies, Inc.                                                                                                                                        | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CONNECTICUT               |
|  6536 | BHAT     | Fujian Blue Hat Interactive Entertainment Technology Ltd.                                                                                                        | USD        | Nasdaq Capital Market        | NASDAQ              | CN        | FUJIAN                    |
|  6537 | BWAY     | BrainsWay Ltd.                                                                                                                                                   | USD        | Nasdaq Global Market         | NASDAQ              | IL        |                           |
|  6538 | BBI      | Brickell Biotech, Inc.                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        | COLORADO                  |
|  6539 | BBIO     | BridgeBio Pharma, Inc.                                                                                                                                           | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6540 | BHFAP    | Brighthouse Financial, Inc.                                                                                                                                      | USD        | Nasdaq Global Select         | NASDAQ              | US        | NC                        |
|  6541 | BPYPO    | Brookfield Property Partners L.P.                                                                                                                                | USD        | Nasdaq Global Select         | NASDAQ              | BM        |                           |
|  6542 | BPYPP    | Brookfield Property Partners L.P.                                                                                                                                | USD        | Nasdaq Global Select         | NASDAQ              | BM        |                           |
|  6543 | DOOO     | BRP Inc.                                                                                                                                                         | USD        | Nasdaq Global Select         | NASDAQ              | CA        | QUEBEC                    |
|  6544 | BFST     | Business First Bancshares, Inc.                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        | LOUISIANA                 |
|  6545 | CMBM     | Cambium Networks Corporation                                                                                                                                     | USD        | Nasdaq Global Market         | NASDAQ              | US        | ILLINOIS                  |
|  6546 | CBNK     | Capital Bancorp, Inc.                                                                                                                                            | USD        | Nasdaq Global Select         | NASDAQ              | US        | MARYLAND                  |
|  6547 | CARE     | Carter Bankshares, Inc.                                                                                                                                          | USD        | Nasdaq Global Select         | NASDAQ              | US        | VIRGINIA                  |
|  6548 | SAVA     | Cassava Sciences, Inc.                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        | TEXAS                     |
|  6549 | CSTL     | Castle Biosciences, Inc.                                                                                                                                         | USD        | Nasdaq Global Market         | NASDAQ              | US        | TEXAS                     |
|  6550 | CTRM     | Castor Maritime Inc.                                                                                                                                             | USD        | Nasdaq Capital Market        | NASDAQ              | CY        |                           |
|  6551 | CBAT     | CBAK Energy Technology, Inc.                                                                                                                                     | USD        | Nasdaq Capital Market        | NASDAQ              | CN        | LIAONING                  |
|  6552 | CBMB     | CBM Bancorp, Inc.                                                                                                                                                | USD        | Nasdaq Capital Market        | NASDAQ              | US        | MARYLAND                  |
|  6553 | CHNG     | Change Healthcare Inc.                                                                                                                                           | USD        | Nasdaq Global Select         | NASDAQ              | US        | TENNESSEE                 |
|  6554 | CTAC     | Cerberus Telecom Acquisition Corp.                                                                                                                               | USD        | Nasdaq Capital Market        | NASDAQ              | US        | NY                        |
|  6555 | CSSEP    | Chicken Soup for the Soul Entertainment, Inc.                                                                                                                    | USD        | Nasdaq Global Market         | NASDAQ              | US        | CT                        |
|  6556 | CIH      | China Index Holdings Limited                                                                                                                                     | USD        | Nasdaq Global Select         | NASDAQ              | CN        | BEIJING                   |
|  6557 | SXTC     | China SXT Pharmaceuticals, Inc.                                                                                                                                  | USD        | Nasdaq Capital Market        | NASDAQ              | CN        | JIANGSU                   |
|  6558 | PLIN     | China Xiangtai Food Co., Ltd.                                                                                                                                    | USD        | Nasdaq Capital Market        | NASDAQ              | CN        | CHONGQING                 |
|  6559 | CMCTP    | CIM Commercial Trust Corporation                                                                                                                                 | USD        | Nasdaq Global Market         | NASDAQ              | US        | TX                        |
|  6560 | CLPS     | CLPS Incorporation                                                                                                                                               | USD        | Nasdaq Global Market         | NASDAQ              | HK        |                           |
|  6561 | CCB      | Coastal Financial Corporation                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | WASHINGTON                |
|  6562 | CLBK     | Columbia Financial, Inc.                                                                                                                                         | USD        | Nasdaq Global Select         | NASDAQ              | US        | NEW JERSEY                |
|  6563 | SCOR     | comScore, Inc.                                                                                                                                                   | USD        | Nasdaq Global Select         | NASDAQ              | US        | VIRGINIA                  |
|  6564 | BBCP     | Concrete Pumping Holdings, Inc.                                                                                                                                  | USD        | Nasdaq Capital Market        | NASDAQ              | US        | COLORADO                  |
|  6565 | CNST     | Constellation Pharmaceuticals, Inc.                                                                                                                              | USD        | Nasdaq Global Select         | NASDAQ              | US        | MASSACHUSETTS             |
|  6566 | ROAD     | Construction Partners, Inc.                                                                                                                                      | USD        | Nasdaq Global Select         | NASDAQ              | US        | ALABAMA                   |
|  6567 | CRTX     | Cortexyme, Inc.                                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6568 | CLDB     | Cortland Bancorp                                                                                                                                                 | USD        | Nasdaq Capital Market        | NASDAQ              | US        | OHIO                      |
|  6569 | CVET     | Covetrus, Inc.                                                                                                                                                   | USD        | Nasdaq Global Select         | NASDAQ              | US        | MAINE                     |
|  6570 | CREX     | Creative Realities, Inc.                                                                                                                                         | USD        | Nasdaq Capital Market        | NASDAQ              | US        | KENTUCKY                  |
|  6571 | CRSA     | Crescent Acquisition Corp.                                                                                                                                       | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6572 | CRSAU    | Crescent Acquisition Corp.                                                                                                                                       | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CA                        |
|  6573 | CRNX     | Crinetics Pharmaceuticals, Inc.                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6574 | CFB      | CrossFirst Bankshares, Inc.                                                                                                                                      | USD        | Nasdaq Global Select         | NASDAQ              | US        | KANSAS                    |
|  6575 | CRWD     | CrowdStrike Holdings, Inc.                                                                                                                                       | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6576 | CMLS     | Cumulus Media Inc.                                                                                                                                               | USD        | Nasdaq Global Market         | NASDAQ              | US        | GEORGIA                   |
|  6577 | CYCN     | Cyclerion Therapeutics, Inc.                                                                                                                                     | USD        | Nasdaq Global Select         | NASDAQ              | US        | MASSACHUSETTS             |
|  6578 | DTSS     | Datasea Inc.                                                                                                                                                     | USD        | Nasdaq Capital Market        | NASDAQ              | CN        | BEIJING                   |
|  6579 | DDMX     | DD3 Acquisition Corp. II                                                                                                                                         | USD        | Nasdaq Capital Market        | NASDAQ              | MX        | DF                        |
|  6580 | DMTK     | DermTech, Inc.                                                                                                                                                   | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6581 | DMAC     | DiaMedica Therapeutics Inc.                                                                                                                                      | USD        | Nasdaq Capital Market        | NASDAQ              | US        | MINNESOTA                 |
|  6582 | DOCU     | DocuSign, Inc.                                                                                                                                                   | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6583 | DOMO     | Domo, Inc.                                                                                                                                                       | USD        | Nasdaq Global Market         | NASDAQ              | US        | UTAH                      |
|  6584 | DOYU     | DouYu International Holdings Limited                                                                                                                             | USD        | Nasdaq Global Select         | NASDAQ              | CN        | HUBEI                     |
|  6585 | DBX      | Dropbox, Inc.                                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6586 | DYAI     | Dyadic International, Inc.                                                                                                                                       | USD        | Nasdaq Capital Market        | NASDAQ              | US        | FLORIDA                   |
|  6587 | EDSA     | Edesa Biotech, Inc.                                                                                                                                              | USD        | Nasdaq Capital Market        | NASDAQ              | CA        | ONTARIO                   |
|  6588 | EDTX     | EdtechX Holdings Acquisition Corp. II                                                                                                                            | USD        | Nasdaq Capital Market        | NASDAQ              | US        |                           |
|  6589 | EDTXU    | EdtechX Holdings Acquisition Corp. II                                                                                                                            | USD        | Nasdaq Capital Market        | NASDAQ              | GB        |                           |
|  6590 | SOLO     | Electrameccanica Vehicles Corp.                                                                                                                                  | USD        | Nasdaq Capital Market        | NASDAQ              | CA        | BRITISH COLUMBIA          |
|  6591 | ECOR     | electroCore, Inc.                                                                                                                                                | USD        | Nasdaq Global Select         | NASDAQ              | US        | NEW JERSEY                |
|  6592 | ELOX     | Eloxx Pharmaceuticals, Inc.                                                                                                                                      | USD        | Nasdaq Global Market         | NASDAQ              | US        | MASSACHUSETTS             |
|  6593 | ENLV     | Enlivex Therapeutics Ltd.                                                                                                                                        | USD        | Nasdaq Capital Market        | NASDAQ              | IL        |                           |
|  6594 | ENOB     | Enochian Biosciences, Inc.                                                                                                                                       | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6595 | ESGRO    | Enstar Group Limited                                                                                                                                             | USD        | Nasdaq Global Select         | NASDAQ              | BM        |                           |
|  6596 | ESGRP    | Enstar Group Limited                                                                                                                                             | USD        | Nasdaq Global Select         | NASDAQ              | BM        |                           |
|  6597 | ENTX     | Entera Bio Ltd.                                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | IL        |                           |
|  6598 | EPSN     | Epsilon Energy Ltd.                                                                                                                                              | USD        | Nasdaq Global Market         | NASDAQ              | US        | TEXAS                     |
|  6599 | EQ       | Equillium, Inc.                                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6600 | ESTA     | Establishment Labs Holdings Inc.                                                                                                                                 | USD        | Nasdaq Capital Market        | NASDAQ              | CR        | ALAJUELA                  |
|  6601 | ETON     | Eton Pharmaceuticals, Inc.                                                                                                                                       | USD        | Nasdaq Global Market         | NASDAQ              | US        | ILLINOIS                  |
|  6602 | EDRY     | EuroDry Ltd.                                                                                                                                                     | USD        | Nasdaq Global Select         | NASDAQ              | GR        | ATTIKI                    |
|  6603 | EVLO     | Evelo Biosciences, Inc.                                                                                                                                          | USD        | Nasdaq Global Select         | NASDAQ              | US        | MASSACHUSETTS             |
|  6604 | EVER     | EverQuote, Inc.                                                                                                                                                  | USD        | Nasdaq Global Market         | NASDAQ              | US        | MASSACHUSETTS             |
|  6605 | EVOP     | EVO Payments, Inc.                                                                                                                                               | USD        | Nasdaq Global Select         | NASDAQ              | US        | GEORGIA                   |
|  6606 | XCUR     | Exicure, Inc.                                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | ILLINOIS                  |
|  6607 | EXPI     | eXp World Holdings, Inc.                                                                                                                                         | USD        | Nasdaq Global Market         | NASDAQ              | US        | WASHINGTON                |
|  6608 | EYPT     | EyePoint Pharmaceuticals, Inc.                                                                                                                                   | USD        | Nasdaq Global Market         | NASDAQ              | US        | MASSACHUSETTS             |
|  6609 | FLMN     | Falcon Minerals Corporation                                                                                                                                      | USD        | Nasdaq Capital Market        | NASDAQ              | US        | PENNSYLVANIA              |
|  6610 | FITBP    | Fifth Third Bancorp                                                                                                                                              | USD        | Nasdaq Global Select         | NASDAQ              | US        | OH                        |
|  6611 | FCBP     | First Choice Bancorp                                                                                                                                             | USD        | Nasdaq Capital Market        | NASDAQ              | US        | CALIFORNIA                |
|  6612 | FXNC     | First National Corporation                                                                                                                                       | USD        | Nasdaq Capital Market        | NASDAQ              | US        | VIRGINIA                  |
|  6613 | FSEA     | First Seacoast Bancorp                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | US        | NEW HAMPSHIRE             |
|  6614 | DDIV     | First Trust Dorsey Wright Momentum & Dividend ETF                                                                                                                | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6615 | DVOL     | First Trust Dorsey Wright Momentum & Low Volatility ETF                                                                                                          | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  6616 | DVLU     | First Trust Dorsey Wright Momentum & Value ETF                                                                                                                   | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6617 | DALI     | First Trust Dorsey Wright DALI 1 ETF                                                                                                                             | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  6618 | FDNI     | First Trust Dow Jones International Internet ETF                                                                                                                 | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6619 | NFTY     | First Trust India NIFTY 50 Equal Weight ETF                                                                                                                      | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6620 | NXTG     | First Trust IndXX NextG ETF                                                                                                                                      | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6621 | FPXE     | First Trust IPOX Europe Equity Opportunities ETF                                                                                                                 | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6622 | LDSF     | First Trust Low Duration Strategic Focus ETF                                                                                                                     | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6623 | FID      | First Trust S&P International Dividend Aristocrats ETF                                                                                                           | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6624 | MYFW     | First Western Financial, Inc.                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | COLORADO                  |
|  6625 | FLNT     | Fluent, Inc.                                                                                                                                                     | USD        | Nasdaq Global Market         | NASDAQ              | US        | NEW YORK                  |
|  6626 | FOCS     | Focus Financial Partners Inc.                                                                                                                                    | USD        | Nasdaq Global Select         | NASDAQ              | US        | NEW YORK                  |
|  6627 | FRAF     | Franklin Financial Services Corporation                                                                                                                          | USD        | Nasdaq Capital Market        | NASDAQ              | US        | PENNSYLVANIA              |
|  6628 | FTDR     | frontdoor, inc.                                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | US        | TENNESSEE                 |
|  6629 | FULC     | Fulcrum Therapeutics, Inc.                                                                                                                                       | USD        | Nasdaq Global Market         | NASDAQ              | US        | MASSACHUSETTS             |
|  6630 | FVCB     | FVCBankcorp, Inc.                                                                                                                                                | USD        | Nasdaq Capital Market        | NASDAQ              | US        | VIRGINIA                  |
|  6631 | GMDA     | Gamida Cell Ltd.                                                                                                                                                 | USD        | Nasdaq Global Market         | NASDAQ              | IL        |                           |
|  6632 | GNFT     | Genfit SA                                                                                                                                                        | USD        | Nasdaq Global Select         | NASDAQ              | FR        |                           |
|  6633 | GMAB     | Genmab A/S                                                                                                                                                       | USD        | Nasdaq Global Select         | NASDAQ              | DK        |                           |
|  6634 | GNPX     | Genprex, Inc.                                                                                                                                                    | USD        | Nasdaq Capital Market        | NASDAQ              | US        | TEXAS                     |
|  6635 | GAINL    | Gladstone Investment Corporation                                                                                                                                 | USD        | Nasdaq Global Select         | NASDAQ              | US        | VA                        |
|  6636 | DRIV     | Global X Autonomous & Electric Vehicles ETF                                                                                                                      | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  6637 | CLOU     | Global X Cloud Computing ETF Global X Cloud Computing ETF                                                                                                        | USD        | Nasdaq Global Select         | NASDAQ              | US        |                           |
|  6638 | EBIZ     | Global X E-commerce ETF                                                                                                                                          | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6639 | AIQ      | Global X Artificial Intelligence & Technology ETF                                                                                                                | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6640 | GNOM     | Global X Genomics & Biotechnology ETF                                                                                                                            | USD        | Nasdaq Global Market         | NASDAQ              | US        |                           |
|  6641 | GSHD     | Goosehead Insurance, Inc                                                                                                                                         | USD        | Nasdaq Global Select         | NASDAQ              | US        | TEXAS                     |
|  6642 | GOSS     | Gossamer Bio, Inc.                                                                                                                                               | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6643 | GNLN     | Greenlane Holdings, Inc.                                                                                                                                         | USD        | Nasdaq Global Market         | NASDAQ              | US        | FLORIDA                   |
|  6644 | GRNQ     | Greenpro Capital Corp.                                                                                                                                           | USD        | Nasdaq Capital Market        | NASDAQ              | HK        |                           |
|  6645 | GSKY     | GreenSky, Inc.                                                                                                                                                   | USD        | Nasdaq Global Select         | NASDAQ              | US        | GEORGIA                   |
|  6646 | GRIN     | Grindrod Shipping Holdings Ltd.                                                                                                                                  | USD        | Nasdaq Global Select         | NASDAQ              | SG        |                           |
|  6647 | GRTS     | Gritstone bio, Inc.                                                                                                                                              | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6648 | GO       | Grocery Outlet Holding Corp.                                                                                                                                     | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
|  6649 | GH       | Guardant Health, Inc.                                                                                                                                            | USD        | Nasdaq Global Select         | NASDAQ              | US        | CALIFORNIA                |
